image_path,bg-glasses,male-female,noglasses-glasses,nosmile-smile
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/05477.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66746.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/26669.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/54487.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/26727.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/25159.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/14567.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/56757.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/58465.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/61210.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/47919.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/51583.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/10560.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/52121.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/45727.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/40361.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/68483.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/59080.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/40237.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/35508.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/49527.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/41902.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/03779.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/52792.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/54310.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/69137.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/47803.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/69988.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/32359.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/62192.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/14676.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/28629.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66251.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/63667.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/64697.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/62408.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/47470.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/64380.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/41838.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/05246.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/53628.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/00779.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/05636.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/09971.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/35423.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/27246.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/11549.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/61093.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/34295.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/61746.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/27045.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/55509.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/01719.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/27400.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/52941.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/48564.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/59197.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/49762.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/03320.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/05200.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/42651.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66601.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/55424.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/56297.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/02182.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/67298.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/64614.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/42412.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/00816.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/51194.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/56533.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/13954.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/31514.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/39182.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/17487.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/31893.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/63867.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/57443.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/62400.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/32241.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/69378.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/26796.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/03750.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/10777.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/14402.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/40012.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/65347.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/00865.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/14827.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/48709.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/27574.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/10913.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/25761.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/50044.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/26322.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/18822.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/05633.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/58560.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/54208.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/17776.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/30788.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/34707.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/20965.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/64664.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66691.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/55742.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/39470.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/21974.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/01909.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/11894.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/51196.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/13279.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/39398.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/46386.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/55968.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/13389.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/23265.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/51406.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/26881.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/69048.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/54516.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66971.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/54800.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/25318.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/30175.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/26714.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/11844.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/21651.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/16390.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/59198.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/03059.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/60622.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/07222.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/14930.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/39078.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/21471.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/31030.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/36238.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/34984.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/51272.png,0,1,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66404.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/68445.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/10373.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/25585.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/32367.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/12925.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/03923.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/66904.png,0,0,0,0
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/09741.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/50118.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/23293.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/58144.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/23114.png,0,0,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/06217.png,0,1,0,1
/lustre/fsn1/projects/rech/ggs/uri15na/2_data/styleGAN/ffhq_cs/test_bg/52712.png,0,0,0,0
